partName,partPrice,inStock,partRating,partReviews,PSNumber,MPNumber,partDescription,partSymptoms,partReplaces,partInstallation,partCompatible
Refrigerator BLADE CONF FAN Assembly,33.75,True,3.0,2,PS11726966,WR60X24484,,noisy,"AP5986493, WR60X10049, WR60X10206",Has no instructions,"31261-1, 31261-2, 31261-3, 31269-1, 31271-1, 31271-2, 31271-3, 31291-1, 31291-2, 31291-3, 31296-1, 31296-2, 31299-1, 31299-2, 31341-1, 31361-1, 31361-2, 31371-1, 31371-2, 31391-1, 31391-2, 31396-1, 31396-2, 31399-1, 31399-2, 31461-1, 31491-1, 31496-1, 31499-1, 3220-00L0S00-B"
Refrigerator Evaporator Fan Blade,51.67,True,0.0,0,PS11738954,WP2163777,This part is used to circulate air through the inside of the refrigerator to help improve the cooling efficiency.,"noisy, fridge too warm","AP6005892, 2163777, 2200509",https://www.youtube.com/watch?v=NpRnttx3BBI,"10632242101, 10632243101, 10632249101, 10632942101, 10632943101, 10632949101, 10642102300, 10642102301, 10642104300, 10642106300, 10642106301, 10660162990, 10660167990, 10660172990, 10660172991, 10660177990, 10660182000, 10660182001, 10660184001, 10660187000, 10660192000, 10660192001, 10660194001, 10660197000, 10660212410, 10660213410, 10660214410, 10660219410, 10660232900, 10660232902"
Refrigerator Temperature Sensor,22.8,True,4.6,66,PS304103,WR55X10025,"This sensor (Temperature Sensor, Thermistor, Refrigerator Temperature Sensor) sends the temperature reading of the compartment to the control board. If you notice your refrigerator is too warm, too cold, or not defrosting properly, then there may be a problem with your sensor. The temperature sensor can break from material fatigue or through normal use, and should be replaced. It is attached to the evaporator and control housing in your appliance. It measures approximately 1.25 inches long with 18 inch wire leads, and is constructed out of plastic. This part comes in white, beige. It includes the sensor, with wire leads.","fridge too warm, freezer section too warm, fridge too cold, freezer not defrosting","AP3185407, 914093, WR55X10025, WR50X10027, WR50X10034, WR50X10055, WR50X10067, WR55X10025B, WR55X10026, WR55X10027, WR55X10028, WR55X10030, WR55X10087, WR55X10088, WR55X10089, WR55X10367, WR55X10380, WR55X10661, WR55X10711, WR55X10735
                        
                            ...
                            Show more, WR55X10736, WR55X10737, WR55X10937, WR55X10938, WR55X10939, WR55X11121, WR55X11141, WR55X11150, WR55X11152
 Show less",https://www.youtube.com/watch?v=a1Z_oOMFXGk,"39631UGTAWW, A4425GDTABB, A4425GDTAWW, A4425GDTBBB, A4425GDTBWW, A4425GDTW, BSS25GFPACC, BSS25GFPAWW, BSS25GFPCCC, BSS25GFPCWW, BSS25GFPDCC, BSS25GFPDWW, BSS25GFPECC, BSS25GFPEWW, BSS25GFPHCC, BSS25GFPHWW, BSS25JFRFWW, BSS25JFRJWW, BSS25JFTAWW, BSS25JFTBWW, BSS25JFTCWW, BSS25JFTDWW, BSS25JFTEWW, BSS25JFTGWW, BSS25JFTHWW, BSS25JFTIWW, BSS25JFTJWW, BSS25JFTNWW, BSS25JFTPWW, BSS25JSRFSS"
Refrigerator Dryer Radiant Flame Sensor,47.87,True,4.5,12,PS11741429,WP338906,"If your gas dryer is not heating up or igniting, then replacing the flame sensor, located in the burner assembly, could solve it. This part senses heat from the igniter to monitor if it is hot enough to ignite gas to light the burner. Once the igniter is hot enough it will open the valve and allow gas to flow. This is a safety mechanism to prevent dangerous levels of gas from building up. To repair, the main top of the dryer should be lifted, as well as the front panel to access the component. This flame sensor assembly is made of both plastic and metal.",not heating,"AP6008294, 14205529, 14210083, 14218928, 3-3377, 303377, 338906, 35001096, 56231, 63-5013, DC32-00008A, DE353, K35-194, R0611503, WP338906VP, Y303377, Y56231",https://www.youtube.com/watch?v=i_wzzcN2J9o,"10687884100, 10687884300, 10687884600, 10697502820, 1103401795, 1103401796, 1103402855, 1103402856, 1106507821, 1106507830, 1106507831, 1106517741, 1106517744, 1106517746, 1106807613, 1106807615, 1106807703, 1106807705, 1106807811, 1106807822, 1106807830, 1106817231, 1106817241, 1106907100, 1106907101, 1106907200, 1106907201, 1106907600, 1106907610, 1106907613"
Refrigerator Ice Maker Bin Temperature Sensor,73.57,True,5.0,14,PS11755842,WPW10511923,"This bin temperature sensor is for ice makers.

The bin temperature sensor monitors the temperature in the ice maker bin and sends the temperature reading to the electronic control board.

Disconnect the power before installing this part. Wear work gloves to protect your hands.",,,Instructions not available,
Refrigerator Temperature Sensor,40.52,True,4.25,4,PS11753994,WPW10383615,"This temperature sensor is for refrigerators.

The temperature sensor senses the temperature inside the refrigerator and sends information to the electronic control.

Unplug the refrigerator and safely store any food that could deteriorate while the power is off before installing this part. Wear work gloves to protect your hands. The thermistor itself, part WPW10383615, should test at these Ohms depending on temperature. It's recommended to test at room temperature and again in a glass of ice water to make sure it's sensing temperatures properly. So it should read around 3000 - 5000 Ohms at room temperature 7000 - 10000 Ohms at 0°C and 20000 Ohms at -15°C.","freezer not defrosting, frost buildup, fridge too warm, too warm","AP6020675, W10383615, WPW10383615VP",https://www.youtube.com/watch?v=d6AvOkulk_g,"10632242101, 10632243101, 10632249101, 10632942101, 10632943101, 10632949101, 10670212410, 10670213410, 10670214410, 10670219410, 10673002510, 10673003510, 10673009510, 10679402410, 10679403410, 10679472410, 10679473410, 59673002510, 59673003510, 59673009510, 5GT118FFEW00, 5MT519SFEG00, 5MT519SFEH00, 5MT711BFEH00, 5VM1BXGFYA00, 5VM9BXGFYA00, 5VM9BXGFYW00, 5VWT51SFYF00, 5VWT51SFYW00, 5VWT59SFYF00"
Refrigerator Thermistor,45.45,True,5.0,4,PS2003772,12002355,"This long harness thermistor kit is what helps monitor and regulate the temperature inside your refrigerator. It can be located in either the freezer compartment near the evaporator coils or in the fresh food compartment near the airflow channels, depending on the model. If you notice issues like excessive icing in the freezer, inadequate cooling in the refrigerator, temperature fluctuations, or error messages on the display panel, it indicates a potential problem with the thermistor. Since your fridge will not be able to maintain the desired temperature, this results in food spoilage, inefficient cooling, and potential damage to the cooling components. To replace the thermistor, disconnect it from the connector plug or wiring harness and remove any mounting brackets or clips using a screwdriver if necessary. Remember to consult your user manual to determine the required number of thermistors, as they are sold individually as OEM replacement parts.","fridge too cold, fridge too warm, freezer too cold, freezer section too warm","AP4009169, 1057227, 12002355, 12002355VP, 12002356, 12791403, 12791403SP, 12791404, 12791404SP, 12791405, 12791405SP, 12791406, 12791406SP, 12791407, 12791407SP, 12791409SP, 12791411, 67003871, 67003872, 67004034
                        
                            ...
                            Show more, 67004035, 67005103, 67006645, 8208196, 8208278, Y67003872
 Show less",https://www.youtube.com/watch?v=3qaE8zcOqvY,"10669312310, 10678586800, 59655652500, 59655653500, 59655654500, 59655659500, 59655662500, 59655663500, 59655664500, 59655669500, 59665232400, 59665232401, 59665232402, 59665232403, 59665234400, 59665234401, 59665234402, 59665234403, 59665239400, 59665239401, 59665239402, 59665239403, 59665262700, 59665264700, 59665269700, 59665332600, 59665333700, 59665339700, 59665932300, 59665932400"
Refrigerator Temperature Sensor,51.19,False,5.0,2,PS1765215,240597203,"This temperature sensor, also known as a thermistor, is responsible for preventing the evaporator within your refrigerator from overheating during its defrosting cycle. This sensor is compatible with various makes and models of refrigerator and is sold as an individual part. This sensor works with the electronic control board within your refrigerator to control the temperature by turning the compressor on or off. If your fridge is too warm or too cold, consider changing the thermistor with this genuine OEM part, and make sure to disconnect the power to the refrigerator before doing any repairs.","fridge too warm, fridge too cold","AP4032998, 1258948, 240597201, 240597202, 7240597203",https://www.youtube.com/watch?v=d6AvOkulk_g,"20462151B, 25344302400, 25344302401, 25344303400, 25344303401, 25344303402, 25344303403, 25344304400, 25344304401, 25344309400, 25344309401, 25344333600, 25344333601, 25344333602, 25344333603, 25344333604, 25344333605, 25344333606, 25344333607, 25344333608, 25344333609, 2534433360A, 25344352400, 25344352401, 25344352403, 25344352404, 25344352405, 25344352406, 25344352407, 25344352408"
Refrigerator Temperature Sensor,72.59,True,0.0,0,PS1527511,297110400,Also known as a thermistor.,fridge too cold,"AP3969404, 7297110400",https://www.youtube.com/watch?v=d6AvOkulk_g,"25344123800, 25344123801, 25344123802, 25344123803, 25344123804, 25344123805, 25344133800, 25344133801, 25344133802, 25344133804, 25344133805, 25344743110, 25344743111, 25344753110, 25344823600, 25344833600, E32AF75FPS0, E32AF75FPS2, E32AF75FPS3, E32AF75FPS4, E32AF75FPS5, E32AF75FPS6, E32AF75GTT0, E32AF75JPS0, E32AF75JPS1, E32AF75JPS2, E32AF85PQSA, E32AF85PQSB, E32AF85PQSC, E32AF85PQSD"
Refrigerator THERMISTOR,102.03,True,3.0,1,PS2580944,W10316760,,"fridge too cold, fridge too warm","AP4538142, 12791417, 12791417SP, 12791419SP, W10280385, W10280386, W10308052, W10316760VP, W10323459, W10438639, W10438761, W10452402, WPW10323459",Has no instructions,"10641162310, 10641163310, 10641169310, 1064651773510, 10651132210, 10651132213, 10651133210, 10651133213, 10651134210, 10651134213, 10651135610, 10651136210, 10651139210, 10651139213, 10651139214, 10651142110, 10651142111, 10651143110, 10651143111, 10651149110, 10651149111, 10651149112, 10651152110, 10651152112, 10651153110, 10651153111, 10651153112, 10651159110, 10651163210, 10651164210"
Refrigerator Thermistor,35.63,True,0.0,0,PS11739131,WP2188819,This part is used to detect the temperature in the air inside of your refrigerator.,"fridge too warm, fridge too cold, freezer too cold","AP6006067, 2188819, 2216113",https://www.youtube.com/watch?v=cnh2-4VyrBI,"10651792410, 10651792411, 10651792412, 10651793410, 10651793411, 10651793412, 10651799410, 10651799411, 10651799412, 10651799413, 10652202100, 10652202101, 10652203100, 10652203101, 10652204100, 10652204101, 10652209100, 10652209101, 10652252100, 10652254100, 10652259100, 10652262100, 10652264100, 10652269100, 10652292100, 10652293100, 10652294100, 10652299100, 10652552100, 10652554100"
"Refrigerator SENSOR,TEMPERATURE",20.34,True,0.0,0,PS3636270,6500JB2002X,"This is a temperature sensor for various models of LG refrigerators. Temperature sensors are used to adjust the level of cooling depending on the internal temperature of the refrigerator. If your refrigerator is warm or not cooling consistently, ensure your evaporator fan is not blocked, before replacing this sensor. To replace this sensor, you will need a screwdriver and a set of pliers, and simply need to unplug the old sensor, and plug in the new one. This temperature sensor is a genuine OEM part that is sold individually and does not come with any other parts or accessories.",,,Instructions not available,
Refrigerator Compressor Start Device and Capacitor,75.87,True,4.4,28,PS8746522,W10613606,"This includes both the run capacitor and the start relay. The capacitor helps the compressor kick on and off while maintaining a constant temperature to keep things frozen in your freezer.
The start relay boosts the compressor, and then shuts off as soon as the motor gets up to speed and the overload provides extra protection against excessive temperatures.","will not start, fridge too warm, fridge and freezer are too warm, freezer section too warm","AP5787784, 14217273, 67003186, 67003764, 67005560, 67005561, 67005562, 8171210, 8208290, 8208368, C8931605, W10416065, W10613606VP",https://www.youtube.com/watch?v=VYbaD7lkfrg,"1999A, 1999A-P1193906WL, 1999W, 1999W-P1193906WW, 2599A, 2599A-P1190419WL, 2599W, 2599W-P1190419WW, 35271, 35271-P1121805W, 35271W-P1121805WW, 35278, 35278-P1121806W, 35278L-P1121806WL, 35501, 35501-P1121711W, 35501W-P1121711WW, 35508, 35508-P1121712W, 35508L-P1121712WL, 35541, 35541-P1121709W, 35541W-P1121709WW, 35548, 35548-P1121710W, 35548L-P1121710WL, 36051, 36051-P1122003W, 36051W-P1122003WW, 36058"
Refrigerator Compressor Start Relay,76.29,True,5.0,6,PS11750123,WPW10197428,This compressor start relay is for refrigerators. The compressor start relay attaches to the compressor and helps start the compressor motor. Safely store any food that could deteriorate while the power is off and unplug the refrigerator before installing this part.,"will not start, fridge and freezer are too warm, clicking sound, fridge too warm","AP6016830, W10128791, W10128795, W10197428, WPW10197428VP",https://www.youtube.com/watch?v=4wztKQCyd5g,"10632852011, 10632853011, 10632862011, 10632863011, 10641132710, 10641132712, 10641133710, 10641133712, 10641139710, 10641139712, 10641162310, 10641163310, 10641169310, 10641172710, 10641172711, 10641172713, 10641172714, 10641173710, 10641173711, 10641173713, 10641173714, 10641179711, 10641179713, 10641179714, 1064641133710, 1064641173713, 1064650043714, 1064651339710, 10650022211, 10650023211"
Refrigerator Start Device,58.89,True,0.0,0,PS11728176,297259515,,won't start,"AP5986809, 297259502, 297259510",Has no instructions,"25312822510, 25321042410, 25321042411, 25321742510, 25321742511, 25321742512, 25321742513, 25321742514, 25321742515, 25321742516, 25322040510, 25322042410, 25322042411, 25322042412, 25322052610, 25322052611, 25322742410, 25322742411, 25322742412, 25327002410, 25327002411, 25327003410, 25327003411, 25327003412, 25327009410, 25327009411, 25327009412, 25327702411, 25328042808, 25328042809"
Refrigerator Compressor Start Relay,78.51,True,4.45,7,PS3502347,297237702,"The start relay briefly boosts the compressor, and then shuts off as soon as the motor gets up to speed.
Note: This part has been updated by the manufacturer. It may differ in appearance but will still function the same as the original.","will not start, won't start, fridge too warm","AP5306469, 241527801, 241527803, 297237800, 5304492394, 7297237800",https://www.youtube.com/watch?v=d6AvOkulk_g,"25326052101, 25326062101, 25326072100, 25326082100, 25326092100, 25326093100, 25344352400, 25344352401, 25344352403, 25344352404, 25344352405, 25344352407, 25344352409, 25344353400, 25344353401, 25344353402, 25344353403, 25344353404, 25344353405, 25344353407, 25344353409, 25344354400, 25344354401, 25344354403, 25344354404, 25344354405, 25344354407, 25344354409, 25344359400, 25344359401"
